ns,nd,nf,entropy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp,buggy_B,buggy_AG,buggy_MA,buggy_RA
3,46,90,6.10073,175,156,147.67,0,8,80.13,1.82,243,159.87,274,1,1,1,0
1,1,1,0.0,69,9,200.0,0,2,69.99,5.0,5,4.26,3,0,0,0,0
1,1,1,0.0,1,1,260.0,0,3,0.01,6.0,6,5.26,4,0,0,0,0
1,8,8,2.4946,36,41,167.0,0,4,42.33,4.0,244,160.86,49,1,1,0,0
1,1,1,0.0,20,16,327.0,0,6,0.09,31.0,7,6.26,5,0,0,0,0
1,4,6,2.35784,243,75,122.0,0,5,23.43,4.5,8,7.26,6,1,1,1,0
1,2,2,0.8631209999999999,3,4,139.0,0,3,3.34,5.5,245,160.82,50,0,0,0,0
1,1,1,0.0,0,4,249.0,0,2,14.01,59.0,246,161.25,7,0,0,0,0
1,3,2,0.520556,78,93,159.5,0,2,57.01,31.0,247,162.21,8,0,0,0,0
5,7,19,0.47698999999999997,342,340,96.53,0,5,105.12,6.63,248,162.51,289,0,0,0,0
2,4,9,2.7774,16,22,204.44,0,5,152.52,12.78,249,163.51,274,0,0,0,0
1,1,1,0.0,1,1,328.0,0,3,0.75,20.0,250,164.28,2,0,0,0,0
2,14,44,5.10024,5294,0,0.0,0,0,0.0,0.0,0,0.0,0,1,0,1,1
1,6,17,3.83641,2518,0,0.0,0,0,0.0,0.0,1,1.0,1,1,0,1,1
2,6,32,4.84831,5576,0,0.0,0,0,0.0,0.0,2,1.99,3,1,0,0,0
1,24,83,5.9675,656,595,149.29,0,2,4.88,0.18,251,163.11,223,1,0,1,1
2,4,12,3.3295,204,109,104.33,0,5,28.78,1.75,9,7.94,7,0,0,0,0
1,1,1,0.0,1,1,77.0,0,1,0.72,1.0,10,8.93,8,0,0,0,0
1,1,1,0.0,3,2,147.0,1,2,25.77,12.0,252,163.52,53,0,0,0,0
2,29,54,5.20673,195,221,199.43,0,8,18.7,2.56,253,164.51,278,1,0,1,1
1,1,1,0.0,2,2,129.0,0,2,38.88,5.0,3,2.94,0,0,0,0,0
1,2,4,1.6883299999999999,159,21,93.25,0,3,53.18,3.25,11,9.81,9,0,0,0,0
1,4,5,2.26925,38,15,65.4,0,2,47.76,3.6,12,10.8,1,0,0,0,0
1,1,1,0.0,60,0,0.0,0,0,0.0,0.0,13,11.8,2,0,0,0,0
3,30,51,4.48606,167,183,176.06,0,9,38.42,2.61,254,164.17,288,0,0,1,1
1,1,1,0.0,1,1,251.0,0,2,0.51,9.0,4,3.9,2,0,0,0,0
1,2,2,0.9094639999999999,148,46,199.0,0,4,18.16,8.0,5,4.9,3,1,0,1,1
1,1,2,1.0,4,4,122.0,0,3,1.32,4.0,255,164.84,226,0,0,0,0
2,8,36,4.67862,741,1110,108.83,0,6,19.58,1.06,256,165.84,283,1,0,1,0
1,1,1,0.0,101,54,210.0,0,3,22.88,14.0,6,5.88,4,0,0,0,0
1,1,1,0.0,0,3,208.0,0,1,34.58,25.0,257,166.29,228,0,0,0,0
1,2,4,1.3833799999999998,61,68,83.75,1,4,20.82,6.25,237,147.37,137,0,0,0,0
2,10,17,3.33061,455,129,118.24,0,5,38.62,3.59,14,12.61,13,1,0,0,0
1,2,2,0.543564,8,8,123.5,0,5,0.01,6.5,15,13.61,4,0,0,0,0
1,1,1,0.0,36,0,88.0,0,2,394.05,2.0,258,165.98,8,0,0,0,0
1,5,6,2.1609599999999998,13,17,68.33,0,3,7.08,3.33,259,166.98,57,0,0,0,0
1,2,2,0.9090219999999999,25,12,252.0,0,3,47.58,23.0,260,167.98,229,0,0,0,0
1,1,1,0.0,51,30,124.0,0,3,0.13,3.0,261,168.94,9,0,0,0,0
1,1,1,0.0,14,0,632.0,0,5,20.81,94.0,262,169.94,230,0,0,0,0
1,1,1,0.0,11,3,60.0,0,1,0.17,6.0,263,170.93,231,0,0,0,0
1,1,1,0.0,2,1,121.0,1,2,11.89,10.0,7,6.77,3,0,0,0,0
1,25,40,3.27422,165,182,183.75,0,9,19.08,3.92,264,171.73,232,1,0,1,1
1,3,3,1.55666,0,7,268.67,0,2,0.82,1.67,8,7.75,4,0,0,0,0
1,1,1,0.0,1,1,646.0,0,5,2.15,95.0,265,172.23,233,0,0,0,0
2,9,28,4.28033,3632,0,0.0,0,0,0.0,0.0,1,0.88,2,1,0,1,1
4,4,4,2.0,4,0,325.75,0,5,17.26,27.5,2,1.88,4,0,0,0,0
1,2,3,1.53722,54,43,102.33,1,2,45.39,0.67,3,2.88,3,0,0,0,0
1,2,3,1.52193,5,5,113.67,0,1,0.07,0.33,4,3.88,4,0,0,0,0
7,9,15,3.0217,299,1294,176.4,0,5,65.23,8.67,16,14.45,18,0,0,0,0
2,5,8,1.80929,224,132,164.5,0,5,5.5,4.13,5,4.86,8,1,0,1,1
2,3,7,2.14364,1025,0,0.0,0,0,0.0,0.0,17,15.44,2,0,0,0,0
1,6,17,2.28347,690,695,151.94,0,3,2.02,0.59,6,5.85,6,1,1,1,1
1,1,1,0.0,69,15,159.0,0,3,4.87,12.0,266,172.7,234,0,0,0,0
1,1,1,0.0,5,5,612.0,0,1,0.09,2.0,7,6.85,7,0,0,0,0
4,43,83,5.17794,440,451,160.31,0,7,33.7,2.72,267,173.67,312,1,0,1,1
6,7,8,1.43731,281,295,241.63,0,6,66.65,17.13,268,174.67,329,0,0,0,0
6,6,6,2.5503400000000003,11,11,275.33,0,6,0.01,22.17,269,175.66,335,0,0,0,0
1,1,3,1.3143200000000002,6,7,95.0,0,1,56.16,5.67,270,176.27,238,0,0,0,0
6,6,6,2.4584599999999996,38,44,275.33,0,6,1.38,22.33,271,177.19,342,0,0,0,0
6,6,6,2.4584599999999996,44,38,274.33,0,6,0.0,22.5,272,178.19,348,0,0,0,0
6,6,6,2.4584599999999996,38,44,275.33,0,6,0.0,22.67,273,179.19,354,0,0,0,0
6,6,6,2.4584599999999996,44,38,274.33,0,6,0.04,22.83,274,180.18,360,0,0,0,0
6,6,6,2.4584599999999996,38,44,275.33,0,6,0.69,23.0,275,180.94,366,0,0,0,0
6,6,6,2.4584599999999996,44,38,274.33,0,6,0.03,23.17,276,181.92,372,0,0,0,0
1,1,1,0.0,4,2,604.0,0,2,2.61,4.0,8,7.8,8,0,0,0,0
1,1,1,0.0,1,1,135.0,0,4,1.1,87.0,238,145.94,87,0,0,0,0
1,1,1,0.0,6,5,135.0,0,4,0.0,88.0,239,146.94,88,0,0,0,0
1,1,1,0.0,5,6,136.0,0,4,0.0,89.0,240,147.94,89,0,0,0,0
1,1,1,0.0,1,0,135.0,0,4,0.0,90.0,241,148.93,90,0,0,0,0
2,2,2,0.99718,16,16,383.0,0,6,0.56,62.5,242,149.93,229,0,0,0,0
1,1,1,0.0,3,6,151.0,0,4,0.57,92.0,243,150.78,92,0,0,0,0
6,6,6,2.4584599999999996,38,44,275.0,0,6,1.51,24.33,277,182.22,378,0,0,0,0
6,6,6,2.4584599999999996,44,38,274.0,0,6,0.01,24.5,278,183.22,384,0,0,0,0
6,6,6,2.4584599999999996,38,44,275.0,0,6,0.0,24.67,279,184.22,390,0,0,0,0
6,6,6,2.4584599999999996,44,38,274.0,0,6,0.02,24.83,280,185.21,396,0,0,0,0
1,1,1,0.0,6,0,63.0,0,2,107.7,4.0,281,185.73,249,0,0,0,0
1,1,5,2.0070799999999998,130,66,79.0,0,3,2.22,1.8,282,186.71,71,0,0,0,0
2,2,2,1.0,2,2,427.5,0,6,1.4,59.5,283,187.7,272,0,0,0,0
6,6,6,2.4584599999999996,38,44,275.0,0,6,1.46,25.17,244,151.17,451,0,0,0,0
6,6,6,2.4584599999999996,44,38,274.0,0,6,0.0,25.33,245,152.17,457,0,0,0,0
6,6,6,2.4584599999999996,38,44,275.0,0,6,0.05,25.5,246,153.15,463,0,0,0,0
6,6,6,2.4584599999999996,44,38,274.0,0,6,0.09,25.67,247,154.13,469,0,0,0,0
1,1,1,0.0,2,2,148.0,0,4,0.01,101.0,248,155.13,97,0,0,0,0
6,6,6,2.5154099999999997,47,53,275.0,0,6,0.03,26.0,249,156.12,476,0,0,0,0
6,6,6,2.5154099999999997,53,47,274.0,0,6,0.0,26.17,250,157.12,482,0,0,0,0
1,1,1,0.0,1,1,148.0,0,4,0.0,104.0,251,158.12,100,0,0,0,0
6,6,6,2.5154099999999997,47,53,275.0,0,6,0.01,26.5,252,159.12,489,0,0,0,0
0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,253,160.12,0,0,0,0,0
6,6,6,2.57741,28,28,274.0,0,6,0.0,26.67,254,161.12,495,0,0,0,0
6,6,6,2.41093,36,30,274.0,0,6,0.64,26.83,255,161.93,501,0,0,0,0
1,1,1,0.0,1,1,615.0,0,6,0.01,122.0,256,162.92,148,0,0,0,0
1,1,1,0.0,1,1,615.0,0,6,0.08,123.0,257,163.9,149,0,0,0,0
6,6,6,2.5154099999999997,47,53,275.0,0,6,0.08,27.33,258,164.9,509,0,0,0,0
6,6,6,2.57741,28,28,274.0,0,6,0.0,27.5,259,165.9,515,0,0,0,0
1,1,1,0.0,3,0,74.0,0,1,8.04,9.0,284,187.36,251,0,0,0,0
1,1,1,0.0,1,1,259.0,0,1,75.26,3.0,285,187.26,252,0,0,0,0
2,15,28,4.60936,147,51,167.54,0,6,35.37,2.39,286,188.26,325,0,0,0,0
1,1,1,0.0,53,30,145.0,0,3,17.81,4.0,260,164.75,106,0,0,0,0
6,6,6,2.5503400000000003,11,11,274.0,0,6,6.98,27.67,261,165.74,522,0,0,0,0
1,1,1,0.0,10,10,614.0,0,6,0.0,127.0,262,166.74,153,0,0,0,0
6,6,6,2.57741,28,28,274.0,0,6,0.02,28.0,263,167.74,529,0,0,0,0
6,6,6,2.57741,28,28,274.0,0,6,0.0,28.17,264,168.74,535,0,0,0,0
2,13,37,4.58711,310,139,134.49,0,6,46.06,1.41,287,188.27,327,1,1,1,1
1,4,8,2.7060299999999997,227,60,223.5,0,1,83.36,3.38,288,189.27,255,0,0,0,0
1,1,1,0.0,22,4,116.0,0,1,77.06,14.0,289,190.26,256,0,0,0,0
1,1,1,0.0,5,2,205.0,0,1,23.04,26.0,290,191.26,257,0,0,0,0
1,1,1,0.0,1,1,167.0,0,1,1.36,5.0,291,191.76,258,0,0,0,0
1,2,2,0.485461,10,9,225.0,0,1,82.38,11.5,292,192.76,259,0,0,0,0
2,3,13,0.0,10,18,47.23,0,6,0.17,10.0,293,193.76,260,0,0,0,0
1,1,1,0.0,36,0,168.0,0,3,2.33,5.0,18,15.77,2,0,0,0,0
1,2,4,1.14431,68,6,89.25,0,1,32.6,4.75,294,194.11,261,0,0,0,0
1,1,1,0.0,1,0,457.0,0,3,21.26,46.0,295,195.07,262,0,0,0,0
1,2,8,2.27922,128,79,91.88,0,1,76.09,2.5,296,195.73,263,1,0,1,1
1,1,1,0.0,33,10,68.0,0,1,22.76,7.0,297,196.73,264,0,0,0,0
1,8,23,4.34352,112,0,135.65,0,4,28.78,0.91,9,8.27,5,0,0,0,0
1,2,3,1.52193,6,4,215.0,0,1,42.82,8.67,298,197.33,265,0,0,1,1
1,3,3,1.43156,5,9,224.67,0,1,30.05,9.0,299,198.32,266,1,0,0,0
2,35,70,5.15987,424,295,182.83,0,9,39.22,2.06,300,199.31,341,0,0,0,0
6,6,6,2.5503400000000003,11,11,272.67,0,6,5.64,28.5,265,167.84,541,0,0,0,0
1,1,1,0.0,128,0,606.0,0,6,0.07,132.0,266,168.82,157,0,0,0,0
1,1,1,0.0,8,8,734.0,0,6,0.01,133.0,267,169.82,158,0,0,0,0
1,1,1,0.0,1,1,133.0,0,3,0.08,8.0,301,200.28,75,0,0,0,0
1,1,1,0.0,1,131,734.0,0,6,0.07,134.0,268,170.8,159,0,0,0,0
1,1,1,0.0,131,1,604.0,0,6,0.1,135.0,269,171.77,160,0,0,0,0
1,1,1,0.0,0,133,734.0,0,6,0.81,136.0,270,172.5,161,0,0,0,0
1,1,1,0.0,113,1,147.0,0,4,1.06,114.0,271,173.5,111,0,0,0,0
1,1,1,0.0,7,7,259.0,0,4,0.0,115.0,272,174.5,112,0,0,0,0
6,6,6,2.5787299999999997,29,30,290.5,0,6,0.72,29.83,273,175.5,554,0,0,0,0
6,6,6,2.57741,28,28,290.33,0,6,0.0,30.0,274,176.5,560,0,0,0,0
6,6,6,2.57947,13,12,290.33,0,6,0.04,30.17,275,177.48,566,0,0,0,0
2,3,3,0.9182959999999999,3,3,286.67,0,6,15.27,54.67,276,178.48,281,0,0,0,0
6,6,6,2.5787299999999997,29,30,290.5,0,6,0.02,30.5,277,179.48,574,0,0,0,0
6,6,6,2.57741,28,28,290.33,0,6,0.0,30.67,278,180.48,580,0,0,0,0
6,6,6,2.57947,13,12,290.33,0,6,0.1,30.83,279,181.44,586,0,0,0,0
2,2,2,0.111241,134,1,430.0,0,6,0.02,83.5,280,182.43,289,0,0,0,0
6,6,6,2.5787299999999997,29,30,312.67,0,6,0.02,31.17,281,183.43,594,0,0,0,0
6,6,6,2.5787299999999997,30,29,312.5,0,6,0.01,31.33,282,184.43,600,0,0,0,0
6,6,6,2.5787299999999997,29,30,312.67,0,6,0.01,31.5,283,185.43,606,0,0,0,0
6,6,6,2.57741,28,28,312.5,0,6,0.0,31.67,284,186.43,612,0,0,0,0
6,6,6,2.57947,13,12,312.5,0,6,0.22,31.83,285,187.35,618,0,0,0,0
2,2,2,0.21639699999999998,23,6,484.5,0,6,0.0,79.0,286,188.35,224,0,0,0,0
6,6,6,2.5344,34,36,315.5,0,6,0.01,32.17,287,189.34,626,0,0,0,0
6,6,6,2.57741,28,28,315.17,0,6,0.0,32.33,288,190.34,632,0,0,0,0
6,6,6,2.33068,19,17,315.17,0,6,0.4,32.5,289,191.19,638,0,0,0,0
1,1,1,0.0,15,12,750.0,0,6,0.0,154.0,290,192.19,179,0,0,0,0
6,6,6,2.5344,34,36,316.0,0,6,0.01,32.83,291,193.19,645,0,0,0,0
6,6,6,2.5344,36,34,315.67,0,6,0.0,33.0,292,194.19,651,0,0,0,0
6,6,6,2.5344,34,36,316.0,0,6,0.01,33.17,293,195.19,657,0,0,0,0
6,6,6,2.57741,28,28,315.67,0,6,0.0,33.33,294,196.19,663,0,0,0,0
6,6,6,2.33068,19,17,315.67,0,6,0.03,33.5,295,197.18,669,0,0,0,0
2,2,2,0.846562,16,196,506.0,0,6,0.0,91.5,296,198.17,319,0,0,0,0
6,6,6,2.5344,34,36,286.0,0,6,0.01,33.83,297,199.17,677,0,0,0,0
6,6,6,2.57741,28,28,285.67,0,6,0.0,34.0,298,200.17,683,0,0,0,0
6,6,6,2.33068,19,17,285.67,0,6,0.06,34.17,299,201.15,689,0,0,0,0
1,1,1,0.0,7,7,231.0,0,4,0.0,141.0,300,202.15,138,0,0,0,0
6,6,6,2.5344,34,36,286.0,0,6,0.02,34.5,301,203.14,696,0,0,0,0
6,6,6,2.57741,28,28,285.67,0,6,0.0,34.67,302,204.14,702,0,0,0,0
6,6,6,2.33068,19,17,285.67,0,6,0.07,34.83,303,205.11,708,0,0,0,0
1,1,1,0.0,7,7,231.0,0,4,0.0,145.0,304,206.11,142,0,0,0,0
6,6,6,2.5344,34,36,286.0,0,6,0.01,35.17,305,207.11,715,0,0,0,0
6,6,6,2.57741,28,28,285.67,0,6,0.0,35.33,306,208.11,721,0,0,0,0
6,6,6,2.33068,19,17,285.67,0,6,0.22,35.5,307,209.01,727,0,0,0,0
6,7,35,2.9410000000000003,24,1879,97.06,0,6,159.1,6.29,308,210.01,661,0,0,0,0
5,5,10,2.3359099999999997,1,1062,174.2,0,7,167.79,21.6,309,210.94,562,0,0,0,0
6,6,6,2.5666,32,34,217.0,0,6,0.14,36.0,310,211.93,742,0,0,0,0
6,6,6,2.57741,28,28,216.67,0,6,0.0,36.17,311,212.93,748,0,0,0,0
6,6,6,2.44802,17,15,216.67,0,6,0.42,36.33,312,213.75,754,0,0,0,0
1,1,1,0.0,17,0,229.0,0,4,0.02,82.0,313,214.74,72,0,0,0,0
6,6,6,2.5666,32,34,219.83,0,6,0.21,36.67,314,215.65,761,0,0,0,0
0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,315,216.65,0,0,0,0,0
6,6,6,2.57741,28,28,219.5,0,6,0.0,36.83,316,217.65,767,0,0,0,0
1,1,1,0.0,1,1,61.0,0,2,3.65,4.0,302,200.04,268,0,0,0,0
5,12,13,3.66313,208,7,129.92,0,7,80.03,16.08,303,199.62,405,0,0,0,0
1,1,2,0.8904920000000001,66,38,168.5,0,1,8.98,11.5,304,200.2,270,0,0,0,0
0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,317,216.3,0,0,0,0,0
1,1,1,0.0,0,145,145.0,0,1,53.59,15.0,305,200.82,271,0,0,0,0
2,12,28,4.26656,132,63,149.54,0,2,77.85,2.61,306,200.34,349,0,0,0,0
1,2,5,2.19923,150,9,337.8,0,4,70.38,5.4,318,215.31,202,0,0,0,0
1,1,1,0.0,117,0,0.0,0,0,0.0,0.0,307,201.16,24,0,0,0,0
2,18,26,3.78787,51,76,214.5,0,7,30.09,4.19,308,202.16,351,1,1,1,1
1,1,1,0.0,16,1,117.0,0,1,0.77,1.0,309,202.86,25,0,0,0,0
2,6,39,0.9103479999999999,34,9,210.1,0,6,92.63,6.62,320,216.89,204,0,0,0,0
2,6,11,3.4594300000000002,33,22,137.18,0,5,27.0,4.55,310,203.25,353,0,0,0,0
1,1,1,0.0,10,2,132.0,0,1,1.56,2.0,311,204.24,26,0,0,0,0
2,2,2,0.849751,0,29,307.5,0,6,5.47,93.0,315,208.05,303,0,0,0,0
1,6,48,3.69046,130,1895,309.6,0,2,1.21,0.08,317,209.51,4,0,0,0,0
2,6,31,3.6529599999999998,152,495,453.68,0,4,1.5,1.48,318,210.51,33,0,0,0,0
1,6,76,4.4784,160,8216,362.97,0,2,1.81,0.05,319,211.51,6,0,0,0,0
1,1,1,0.0,1,1,1155.0,0,2,1.32,4.0,320,212.46,7,0,0,0,0
1,14,19,3.80674,65,67,130.53,0,8,42.93,3.68,321,212.89,277,1,0,1,1
1,2,2,0.591673,1,13,457.0,0,2,1.0,4.0,323,213.99,9,0,0,0,0
2,3,10,3.0167200000000003,152,108,132.9,0,6,53.68,20.9,324,214.5,307,1,1,1,1
1,1,7,2.39549,49,70,119.0,0,3,20.04,4.0,325,215.13,279,0,0,0,0
1,4,5,0.738755,345,16,179.2,0,3,147.78,12.4,326,215.69,280,1,0,1,1
2,6,16,3.1766799999999997,398,191,96.06,0,5,17.91,4.19,327,216.2,291,1,1,1,1
1,5,5,1.81968,221,252,109.0,0,3,9.76,4.6,328,217.15,282,0,0,0,0
1,3,3,0.370479,63,5,165.67,0,1,0.64,1.0,329,217.89,283,0,0,0,0
1,1,1,0.0,58,0,0.0,0,0,0.0,0.0,330,218.89,284,1,0,0,0
1,1,1,0.0,10,0,636.0,0,1,12.65,20.0,331,219.89,285,0,0,0,0
1,3,5,1.9290900000000002,22,16,106.8,0,3,0.63,5.0,332,220.85,286,0,0,0,0
1,4,10,3.05258,211,39,72.3,0,3,1.1,2.4,333,221.39,287,1,1,1,1
2,14,19,3.7154599999999998,80,90,162.32,0,7,26.35,4.63,334,222.32,368,1,1,1,0
1,4,8,2.47969,40,44,99.0,0,3,0.21,3.13,335,223.3,289,0,0,0,0
1,2,3,1.54302,44,34,130.0,0,3,0.08,7.33,336,224.26,290,0,0,0,0
1,1,1,0.0,3,3,354.0,1,3,35.44,6.0,0,0.0,0,0,0,0,0
1,2,3,1.40998,17,4,93.33,1,2,65.03,4.0,337,225.05,23,0,0,0,0
1,3,8,2.50745,137,47,92.13,0,3,1.89,3.5,338,225.81,291,1,1,1,1
1,3,3,1.5849600000000001,9,0,115.67,0,3,0.72,9.33,339,226.8,292,1,0,0,0
1,2,4,1.9418400000000002,34,8,67.0,0,1,106.63,0.75,340,227.5,293,0,0,0,0
1,2,2,0.543564,1,7,83.5,1,2,54.7,3.5,341,227.93,24,0,0,0,0
2,14,34,4.09635,550,903,192.03,1,7,67.4,3.24,19,15.46,18,1,1,1,1
1,6,11,2.8692900000000003,828,0,0.0,0,0,0.0,0.0,20,16.46,13,1,1,1,1
1,5,20,3.29026,541,17,59.85,1,1,93.27,1.25,342,228.47,294,0,0,0,0
1,1,2,1.0,6,0,357.5,0,4,11.38,23.0,343,229.13,11,0,0,0,0
1,2,9,2.36212,212,112,77.78,0,1,17.27,2.33,344,230.01,295,1,1,1,1
1,1,1,0.0,1,1,252.0,0,4,25.33,86.0,345,231.01,16,0,0,0,0
1,1,1,0.0,2,12,94.0,0,1,53.87,1.0,346,232.01,296,0,0,0,0
1,1,1,0.0,97,0,0.0,0,0,0.0,0.0,347,233.01,12,0,0,0,0
1,1,1,0.0,1,1,97.0,0,1,0.05,1.0,348,233.98,13,0,0,0,0
1,1,1,0.0,1,1,97.0,0,1,0.03,2.0,349,234.96,14,0,0,0,0
1,1,1,0.0,2,2,212.0,1,4,18.83,22.0,350,235.69,15,0,0,0,0
1,1,1,0.0,5,2,386.0,0,4,1.42,44.0,351,236.46,16,0,0,0,0
1,1,3,0.694805,60,10,89.67,0,1,2.84,2.33,352,237.46,297,1,1,1,1
1,1,1,0.0,1,5,470.0,0,4,17.77,19.0,353,238.24,17,0,0,0,0
1,4,5,2.07671,81,32,135.4,0,3,3.75,6.2,354,239.24,298,0,0,0,0
1,28,43,4.5004599999999995,150,107,179.63,0,8,26.28,3.44,355,240.22,299,0,0,1,0
1,2,3,1.32188,29,3,132.0,0,3,0.02,10.0,356,241.22,300,1,1,1,1
1,1,2,1.0,7,3,92.5,0,3,2.82,13.5,357,242.21,301,0,0,0,0
1,1,1,0.0,1,1,70.0,0,1,5.29,3.0,358,243.05,302,0,0,0,0
1,3,6,1.76197,648,7,105.33,0,2,24.27,1.0,10,8.52,6,1,0,1,1
1,1,1,0.0,5,0,84.0,0,2,0.01,4.0,11,9.52,7,0,0,0,0
1,4,5,1.74462,51,27,89.2,0,2,13.54,1.2,359,243.24,18,0,0,0,0
1,1,1,0.0,1,1,141.0,0,3,2.0,28.0,360,244.23,303,0,0,0,0
1,20,44,3.5322199999999997,349,277,162.05,0,9,31.44,2.34,361,245.1,304,1,0,0,1
3,5,7,2.05715,260,105,126.14,0,5,20.85,25.0,21,17.18,7,0,0,0,0
2,2,2,1.0,0,2,8.0,0,1,0.01,0.5,22,18.18,6,0,0,0,0
1,1,1,0.0,2,2,394.0,0,4,0.13,88.0,23,19.18,5,0,0,0,0
1,1,1,0.0,2,2,394.0,0,4,0.01,89.0,24,20.17,6,0,0,0,0
1,1,1,0.0,2,2,394.0,0,4,0.0,90.0,25,21.17,7,0,0,0,0
1,1,1,0.0,156,0,204.0,0,4,45.05,6.0,0,0.0,0,0,0,0,0
1,1,1,0.0,6,7,228.0,0,2,42.76,5.0,12,10.31,5,0,0,0,0
1,2,15,3.8061,0,147,361.67,1,4,4.59,5.0,362,242.74,0,0,0,0,0
2,4,6,2.09691,263,111,23.33,0,2,3.1,0.67,363,243.71,1,0,0,0,0
2,2,2,0.999411,27,8,276.5,0,4,4.92,47.5,364,244.67,19,0,0,0,0
4,4,4,0.8943620000000001,100,10,288.5,0,6,19.47,51.5,365,245.59,429,0,0,0,0
1,1,1,0.0,4,5,458.0,0,3,19.95,48.0,366,246.29,306,0,0,0,0
1,1,1,0.0,1,0,125.0,0,4,5.53,158.0,367,247.28,23,0,0,0,0
1,1,6,2.56489,1133,0,0.0,0,0,0.0,0.0,368,248.12,307,0,0,0,0
1,1,2,0.827506,119,0,0.0,0,0,0.0,0.0,369,248.78,308,0,0,0,0
1,1,1,0.0,1,1,96.0,0,4,8.98,18.0,9,7.5,9,0,0,0,0
1,1,1,0.0,2051,2084,2402.0,1,3,0.68,8.0,323,205.14,1,1,1,1,0
1,2,2,0.936824,579,78,148.5,0,2,6.38,5.0,324,205.7,83,1,1,1,1
1,1,1,0.0,6,3,425.0,0,1,0.93,1.0,325,206.34,84,0,0,0,0
1,1,1,0.0,3,1,373.0,0,2,0.94,11.0,326,207.34,85,0,0,0,0
1,1,1,0.0,3,2,428.0,0,1,0.04,2.0,327,208.33,86,0,0,0,0
1,1,1,0.0,0,1,18.0,0,2,36.82,5.0,370,245.27,30,0,0,0,0
1,1,1,0.0,3,1,98.0,0,3,15.94,3.0,328,208.45,205,0,0,0,0
1,2,2,0.937622,124,37,187.5,0,2,1.14,6.0,329,209.44,87,1,1,1,1
1,1,1,0.0,18,4,137.0,0,2,15.98,7.0,330,210.44,88,0,0,0,0
1,1,1,0.0,3,2,57.0,1,2,16.7,5.0,371,245.78,26,0,0,0,0
1,1,1,0.0,3,2,55.0,0,3,16.74,14.0,331,211.14,206,0,0,0,0
2,3,3,1.48062,139,25,143.0,0,1,1.63,1.0,332,211.39,91,1,0,1,1
1,8,15,2.7289999999999996,477,1171,581.53,1,3,16.09,1.0,372,245.74,3,1,1,1,1
2,14,55,5.39522,2248,1894,117.78,0,7,82.05,1.33,11,9.28,14,1,0,1,1
2,10,34,4.25825,2050,713,94.18,0,2,35.32,0.35,12,10.24,16,1,0,1,1
5,5,5,2.00561,37,84,283.0,0,6,14.67,42.0,373,245.81,441,0,0,0,0
2,2,2,0.9950600000000001,133,0,0.0,0,0,0.0,0.0,13,11.22,18,1,0,1,1
1,3,4,1.2775,61,12,199.75,0,2,42.74,1.75,13,10.84,8,0,0,1,1
1,16,27,4.38221,95,101,204.3,0,7,14.58,2.33,374,245.95,310,1,0,1,1
1,4,6,2.19638,24,13,335.17,0,3,14.95,2.17,375,246.56,5,0,0,0,0
1,2,9,2.9415299999999998,575,0,0.0,0,0,0.0,0.0,26,20.98,14,0,0,0,0
1,1,1,0.0,25,25,235.0,0,2,69.87,7.0,333,210.38,207,0,0,0,0
1,1,1,0.0,2,1,235.0,0,2,0.0,8.0,334,211.38,208,0,0,0,0
1,1,1,0.0,50,50,354.0,0,4,23.77,8.0,335,212.35,209,1,0,0,0
1,1,1,0.0,0,23,23.0,0,1,0.29,1.0,27,21.97,15,0,0,0,0
1,2,2,0.962749,990,0,0.0,0,0,0.0,0.0,376,247.32,6,1,0,1,1
1,1,3,1.58181,0,1763,587.67,0,2,24.8,2.33,14,12.12,1,0,0,0,0
2,3,10,3.0481,1586,0,0.0,0,0,0.0,0.0,377,247.25,111,1,0,1,1
1,1,1,0.0,0,1,135.0,0,1,0.19,1.0,15,13.07,1,0,0,0,0
4,30,78,5.554180000000001,707,912,200.08,0,9,23.9,2.62,1,0.94,0,1,1,1,1
1,1,1,0.0,0,68,68.0,0,4,26.37,9.0,2,1.94,1,0,0,0,0
2,3,7,2.7326599999999996,477,0,0.0,0,0,0.0,0.0,3,2.94,2,1,1,1,1
2,8,13,2.5663099999999996,630,1310,300.15,0,5,11.28,6.46,0,0.0,0,1,0,1,1
2,3,3,1.32017,138,38,140.67,0,2,65.91,2.67,14,11.7,15,1,0,1,1
1,2,2,0.8112779999999999,30,2,68.5,0,1,8.87,0.5,28,22.78,0,1,0,0,1
4,31,62,4.17,1507,680,197.53,0,8,8.99,6.05,378,247.44,431,1,1,1,1
1,1,1,0.0,13,2,743.0,1,1,32.29,37.0,379,248.44,312,0,0,0,0
1,1,1,0.0,14,2,176.0,1,1,53.74,15.0,380,249.3,313,0,0,0,0
1,3,5,1.7485099999999998,1535,2,113.0,0,4,0.3,1.6,1,1.0,1,1,0,1,1
1,1,1,0.0,49,0,0.0,0,0,0.0,0.0,2,1.99,2,0,0,0,0
1,1,1,0.0,0,49,49.0,0,1,1.21,1.0,3,2.99,3,0,0,0,0
1,6,10,1.6215700000000002,658,35,299.9,0,3,4.96,1.5,4,3.99,4,1,0,1,1
